"Custom_Coordinator_Events","array of strings","NA","NA","[]","The list of valid, user-defined Coordinator Events that will be included in the campaign. These are specifically events which apply with **EventCoordinators**, such completing distribution of a collection of interventions. Any event used in the campaign must be in this list.",".. code-block:: json

    {
      ""Custom_Coordinator_Events"": [
        ""Coordinator_Event_1"",
        ""Coordinator_Event_2"",
        ""Coordinator_Event_3""
      ]
    }
"
"Custom_Individual_Events","array of strings","NA","NA","[]","The list of valid, user-defined Individual Events that will be included in the campaign. These are specifically events which apply at an individual level, such as receiving a vaccine. Any individual event used in the campaign must either be one of the built-in events or in this list. See :doc:`parameter-campaign-event-list` for a list of all possible built-in events.",".. code-block:: json

    {
      ""Custom_Individual_Events"": [
        ""Individual_Event_1"",
        ""Individual_Event_2"",
        ""Individual_Event_3""
      ]
    }
"
"Custom_Node_Events","array of strings","NA","NA","[]","The list of valid, user-defined Node Events that will be included in the campaign. These are specifically events which apply at the node/location level, such as finishing using an **EnvironmentalDiagnostic**. Any event used in the campaign must be in this list.",".. code-block:: json

    {
      ""Custom_Node_Events"": [
        ""Node_Event_1"",
        ""Node_Event_2"",
        ""Node_Event_3""
      ]
    }
"
"Custom_Reports_Filename","string","NA","NA","""""","The name of the file containing custom report configuration parameters. Omitting this parameter or setting it to RunAllCustomReports will load all reporters found that are valid for the given simulation type. The file must be in JSON format.",".. code-block:: json

    {
      ""Custom_Reports_Filename"": ""custom_reports.json""
    }
"
"Enable_Default_Reporting","boolean","0","1","1","Controls whether or not the default InsetChart.json report is created.",".. code-block:: json

    {
      ""Enable_Default_Reporting"": 1
    }
"
"Enable_Demographics_Reporting","boolean","0","1","1","Controls whether or not demographic summary data and age-binned reports are outputted to file.",".. code-block:: json

    {
      ""Enable_Demographics_Reporting"": 1
    }
"
"Enable_Property_Output","boolean","0","1","0","Controls whether or not to create property output reports, which detail groups as defined in **IndividualProperties** in the demographics file (see :ref:`demo-properties` parameters).  When there is more than one property type, the report will display the channel information for all combinations of the property type groups.",".. code-block:: json

    {
      ""Enable_Property_Output"": 1
    }
"
"Enable_Spatial_Output","boolean","0","1","0","Controls whether or not spatial output reports are created. If set to true (1), spatial output reports include all channels listed in the parameter **Spatial_Output_Channels**. 

.. note:: 

    Spatial output files require significant processing time and disk space.",".. code-block:: json

    {
      ""Enable_Spatial_Output"": 1,
      ""Spatial_Output_Channels"": [
        ""Prevalence"",
        ""New_Infections""
      ]
    }
"
"Event_Trigger_List","array of strings","NA","NA","NA","The list of event triggers for the events included in the report.",".. code-block:: json

    {
      ""Start_Day"": 5,
      ""Nodeset_Config"": {
        ""class"": ""NodeSetNodeList"",
        ""Node_List"": [
          2
        ]
      },
      ""Pretty_Format"": 1,
      ""Reporting_Interval"": 40,
      ""Age_Bins"": [
        10,
        100
      ],
      ""Event_Trigger_List"": [
        ""EveryUpdate""
      ]
    }
"
"Max_Number_Reports","float","1","1000000","1","Used by reports and custom reports. The maximum number of report output files that will be produced for a given simulation.",".. code-block:: json

    {
      ""Max_Number_Reports"": 15,
      ""Report_Description"": ""Day0"",
      ""Reporting_Interval"": 73
    }
"
"Pretty_Format","boolean","0","1","0","True (1) sets pretty JSON formatting, which includes carriage returns, line feeds, and spaces for easier readability. The default, false (0), saves space where everything is on one line.",".. code-block:: json

    {
      ""Pretty_Format"": 1
    }
"
"Report_Coital_Acts","boolean","0","1","0","Set to true (1) to enable or to false (0) to disable the RelationshipConsummatedReport.csv output report.",".. code-block:: json

    {
      ""Report_Coital_Acts"": 1
    }
"
